sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC
SAMN13332243	4697009	59	79610.32	650461	204	0	0	227536	6	162664	10	89012	18	99.09	0.05	100.0	Neural Network (Specific Model)	11.0	0.873	227536.0	308.8935978358882	4697009.0	0.52	4436.0		Y	N	SRR10491549	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.01	83.0	NA-NA	HIGH	NA-NA	83.0	85.014	15605/21226	99.01	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN20484716	5141771	249	20649.68	288943	201	0	0	68119	25	37226	45	16840	87	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.872	68119.0	299.65145145145146	5141771.0	0.52	4995.0		Y	N	SRR15293520	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.6	22.0	NA-NA	HIGH	NA-NA	22.0	21.328	13725/21226	98.6	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN11847389	5368213	113	47506.31	587568	205	0	0	166097	10	93738	18	41445	34	100.0	80.53	100.0	Neural Network (Specific Model)	11.0	0.87	166097.0	321.44607135491856	5368213.0	0.53	4849.0		Y	N	SRR9274716	gtdb_genomes_reps_r214/database/GCA/900/553/165/GCA_900553165.1_genomic.fna.gz	0.1597	0.1081	97.39	0.163	96.55-98.27	0.163	0.12-0.21	1.0	1.066	457/6642	91.73	USCN01000001.1 uncultured Collinsella sp. isolate UMGS1586 genome assembly, contig: NODE_583_length_26618_cov_3.121711, whole genome shotgun sequence	Collinsella sp900553165	unknown	F	Pass
SAMN11847389	5368213	113	47506.31	587568	205	0	0	166097	10	93738	18	41445	34	100.0	80.53	100.0	Neural Network (Specific Model)	11.0	0.87	166097.0	321.44607135491856	5368213.0	0.53	4849.0		Y	N	SRR9274716	gtdb_genomes_reps_r214/database/GCA/902/835/305/GCA_902835305.1_genomic.fna.gz	0.1603	0.152	95.48	0.164	94.54-96.49	0.164	0.11-0.23	1.0	1.073	344/9298	89.91	CADFMD010000001.1 TPA_asm: Coriobacteriaceae bacterium isolate MGYG-HGUT-04728 genome assembly, contig: NODE_11_length_267572_cov_132.867896, whole genome shotgun sequence	Collinsella sp902835305	unknown	F	Pass
SAMN11847389	5368213	113	47506.31	587568	205	0	0	166097	10	93738	18	41445	34	100.0	80.53	100.0	Neural Network (Specific Model)	11.0	0.87	166097.0	321.44607135491856	5368213.0	0.53	4849.0		Y	N	SRR9274716	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	78.1804	71.5866	98.55	80.0	NA-NA	HIGH	NA-NA	80.0	79.822	5664/8919	98.55	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence	Bifidobacterium adolescentis	unknown	F	Pass
SAMN11847389	5368213	113	47506.31	587568	205	0	0	166097	10	93738	18	41445	34	100.0	80.53	100.0	Neural Network (Specific Model)	11.0	0.87	166097.0	321.44607135491856	5368213.0	0.53	4849.0		Y	N	SRR9274716	gtdb_genomes_reps_r214/database/GCF/900/636/965/GCF_900636965.1_genomic.fna.gz	21.4996	28.1533	100.0	22.0	NA-NA	HIGH	NA-NA	22.0	23.632	12430/12445	100.0	NZ_LR134331.1 Lacticaseibacillus rhamnosus strain NCTC13764 chromosome 1, complete sequence	Lacticaseibacillus rhamnosus	unknown	F	Pass
SAMEA4928924	2156718	59	36554.54	421210	201	0	0	128447	5	71449	10	37412	19	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.864	128447.0	278.81810035842295	2156718.0	0.4	2232.0		Y	N	ERR3724233	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	100.0	100.0	99.06	99.0	NA-NA	HIGH	NA-NA	99.0	100.451	6401/8578	99.06	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	Streptococcus pneumoniae	T	Pass
SAMEA5779702	4622707	78	59265.47	524873	209	0	0	195431	8	120343	14	68761	25	100.0	0.04	100.0	Neural Network (Specific Model)	11.0	0.894	195431.0	316.82047750229566	4622707.0	0.55	4356.0		Y	N	ERR4791448	gtdb_genomes_reps_r214/database/GCF/001/729/745/GCF_001729745.1_genomic.fna.gz	100.0	100.0	99.1	85.0	NA-NA	HIGH	NA-NA	85.0	85.666	15259/20199	99.1	NZ_CP017186.1 Enterobacter hormaechei subsp. hoffmannii strain DSM 14563 chromosome, complete genome	Enterobacter hormaechei_A	Enterobacter hormaechei_A	T	Pass
SAMN21509408	4707994	73	64493.07	471879	200	0	0	247922	7	174829	11	89267	18	98.89	0.03	100.0	Neural Network (Specific Model)	11.0	0.877	247922.0	314.3833523375142	4707994.0	0.52	4385.0		Y	N	SRR15970224	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.07	63.0	NA-NA	HIGH	NA-NA	63.0	61.497	15905/21226	99.07	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12797797	1876944	73	25711.56	238192	225	0	0	175397	5	87796	9	34391	14	100.0	0.04	100.0	Neural Network (Specific Model)	11.0	0.936	175397.0	284.6831395348837	1876944.0	0.3	2064.0		Y	N	SRR10154192	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.27	59.0	NA-NA	HIGH	NA-NA	59.0	77.442	4321/7417	98.27	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/000/010/125/GCF_000010125.1_genomic.fna.gz	14.0508	16.3352	99.31	23.0	NA-NA	HIGH	NA-NA	23.0	22.842	8591/10657	99.31	NC_007350.1 Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292, complete sequence	Staphylococcus saprophyticus	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/000/245/815/GCF_000245815.1_genomic.fna.gz	0.0917	0.077	97.37	0.15	96.47-98.49	0.150	0.11-0.20	1.0	1.07	487/7821	91.43	NZ_JH601103.1 Dolosigranulum pigrum ATCC 51524 supercont1.1, whole genome shotgun sequence	Dolosigranulum pigrum	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/000/688/415/GCF_000688415.1_genomic.fna.gz	0.0772	0.0787	95.68	0.126	94.54-96.90	0.126	0.08-0.18	1.0	1.059	303/9809	89.39	NZ_JIAH01000001.1 Corynebacterium pseudodiphtheriticum DSM 44287 O146DRAFT_scaffold00010.10_C, whole genome shotgun sequence	Corynebacterium pseudodiphtheriticum	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/000/875/895/GCF_000875895.1_genomic.fna.gz	1.2449	1.7807	99.15	2.038	99.11-99.21	2.038	1.95-2.11	2.0	2.398	8921/13264	98.73	NZ_JXCF01000004.1 Staphylococcus gallinarum strain DSM 20610 contig_4, whole genome shotgun sequence	Staphylococcus gallinarum	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	0.6426	0.8064	99.33	1.052	99.22-99.43	1.052	1.00-1.10	1.0	1.712	6356/11892	98.0	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	Staphylococcus aureus	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	78.8069	75.0245	99.55	129.0	NA-NA	HIGH	NA-NA	129.0	121.258	7458/8578	99.55	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/002/901/825/GCF_002901825.1_genomic.fna.gz	0.3518	0.4392	99.05	0.576	98.88-99.25	0.576	0.53-0.62	1.0	1.344	3954/11915	96.5	NZ_PPQD01000001.1 Mammaliicoccus sciuri strain NCTC 12103 NCTC12103_e2_c1, whole genome shotgun sequence	Mammaliicoccus sciuri	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/002/901/845/GCF_002901845.1_genomic.fna.gz	0.6432	0.6394	98.86	1.053	98.74-98.98	1.053	0.98-1.13	1.0	1.708	4445/9599	97.55	NZ_PPQE01000008.1 Staphylococcus hominis subsp. hominis strain NCTC 11320 NCTC11320_e2_c10, whole genome shotgun sequence	Staphylococcus hominis	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/002/902/235/GCF_002902235.1_genomic.fna.gz	0.076	0.0915	98.8	0.124	98.04-99.49	0.124	0.10-0.16	1.0	1.068	970/11563	92.32	NZ_PPRL01000001.1 Staphylococcus ureilyticus strain DSM 6718 cbf8068a-d397-401c-8aca-f805f66121a9_c1, whole genome shotgun sequence	Staphylococcus ureilyticus	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/002/902/345/GCF_002902345.1_genomic.fna.gz	0.9364	1.1255	99.54	1.533	99.50-99.62	1.533	1.46-1.57	2.0	2.026	7831/11336	98.81	NZ_PPQB01000001.1 Staphylococcus arlettae strain NCTC 12413 NCTC12413_e2_c1, whole genome shotgun sequence	Staphylococcus arlettae	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/003/019/255/GCF_003019255.1_genomic.fna.gz	1.1985	1.4264	99.48	1.962	99.45-99.53	1.962	1.87-2.00	2.0	2.387	8291/11244	99.02	NZ_CP027846.1 Staphylococcus kloosii strain ATCC 43959 chromosome, complete genome	Staphylococcus kloosii	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/006/094/395/GCF_006094395.1_genomic.fna.gz	1.7981	2.0856	99.27	2.943	NA-NA	HIGH	NA-NA	3.0	2.943	8359/10496	99.27	NZ_CP035291.1 Staphylococcus haemolyticus strain ATCC 29970 chromosome, complete genome	Staphylococcus haemolyticus	unknown	F	Pass
SAMEA4831792	7155721	8472	844.63	111936	200	0	0	2783	478	837	1450	223	5244	100.0	73.99	100.0	Gradient Boost (General Model)	11.0	0.841	2783.0	152.84528330548383	7155721.0	0.37	13166.0		Y	N	ERR3767600	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	0.082	0.0898	97.03	0.134	96.10-98.04	0.134	0.09-0.18	1.0	1.519	514/10141	90.83	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome	Staphylococcus epidermidis	unknown	F	Pass
SAMD00501167	5138356	135	38061.9	601777	202	0	0	206324	8	136817	13	60390	24	99.92	0.99	100.0	Neural Network (Specific Model)	11.0	0.88	206324.0	313.3828595144221	5138356.0	0.51	4819.0		Y	N	DRR389671	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.99	34.0	NA-NA	HIGH	NA-NA	34.0	34.56	15503/21223	98.99	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN14055323	5039953	290	17379.15	214375	200	0	0	81977	20	48288	36	18035	68	100.0	0.24	100.0	Neural Network (Specific Model)	11.0	0.877	81977.0	299.9441056910569	5039953.0	0.51	4920.0		Y	N	SRR11046687	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.22	70.0	NA-NA	HIGH	NA-NA	70.0	70.911	8864/21223	97.22	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN11041568	5126006	73	70219.26	636556	209	0	0	376320	6	326657	9	86736	15	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.88	376320.0	310.23939019365474	5126006.0	0.51	4854.0		Y	N	SRR8649966	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.52	56.0	NA-NA	HIGH	NA-NA	56.0	54.749	9729/21223	97.52	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN30871535	5482820	103	53231.26	1017304	205	0	0	304259	6	186474	10	84666	18	98.81	0.07	100.0	Neural Network (Specific Model)	11.0	0.88	304259.0	315.79901960784315	5482820.0	0.57	5100.0		Y	N	SRR21595906	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	99.0	23.0	NA-NA	HIGH	NA-NA	23.0	23.247	17458/23841	99.0	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMEA104364907	3003417	201	14942.37	137832	201	0	0	50749	20	28530	36	11909	70	99.47	1.44	100.0	Neural Network (Specific Model)	11.0	0.846	50749.0	290.2408484433801	3003417.0	0.38	2923.0		Y	N	ERR3061800	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.1406	0.2798	99.22	0.075	98.49-100.08	0.075	0.06-0.09	1.0	1.038	1224/21226	91.21	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Enterococcus_B faecium	T	Pass
SAMEA104364907	3003417	201	14942.37	137832	201	0	0	50749	20	28530	36	11909	70	99.47	1.44	100.0	Neural Network (Specific Model)	11.0	0.846	50749.0	290.2408484433801	3003417.0	0.38	2923.0		Y	N	ERR3061800	gtdb_genomes_reps_r214/database/GCF/001/544/255/GCF_001544255.1_genomic.fna.gz	99.8594	99.7202	99.6	53.0	NA-NA	HIGH	NA-NA	53.0	54.287	9442/10679	99.6	NZ_BCQD01000001.1 Enterococcus faecium NBRC 100486, whole genome shotgun sequence	Enterococcus_B faecium	Enterococcus_B faecium	T	Pass
SAMN16814739	4719594	324	14566.65	130483	211	0	0	35979	38	21377	70	8618	135	100.0	1.18	100.0	Neural Network (Specific Model)	11.0	0.874	35979.0	307.14403567447044	4719594.0	0.52	4485.0		Y	N	SRR13071161	gtdb_genomes_reps_r214/database/GCA/900/478/215/GCA_900478215.1_genomic.fna.gz	0.1365	0.1281	95.51	0.064	94.08-97.44	0.064	0.03-0.10	1.0	0.644	547/19585	89.1	LS483478.1 Salmonella enterica subsp. houtenae serovar Houten strain NCTC10401 genome assembly, chromosome: 1	Salmonella houtenae	Salmonella diarizonae	T	Pass
SAMN16814739	4719594	324	14566.65	130483	211	0	0	35979	38	21377	70	8618	135	100.0	1.18	100.0	Neural Network (Specific Model)	11.0	0.874	35979.0	307.14403567447044	4719594.0	0.52	4485.0		Y	N	SRR13071161	gtdb_genomes_reps_r214/database/GCF/000/007/125/GCF_000007125.1_genomic.fna.gz	0.0967	0.0647	98.52	0.046	96.94-100.27	0.046	0.03-0.07	1.0	1.022	404/14087	89.18	NC_003317.1 Brucella melitensis bv. 1 str. 16M chromosome I, complete sequence	Brucella melitensis	Salmonella diarizonae	T	Pass
SAMN16814739	4719594	324	14566.65	130483	211	0	0	35979	38	21377	70	8618	135	100.0	1.18	100.0	Neural Network (Specific Model)	11.0	0.874	35979.0	307.14403567447044	4719594.0	0.52	4485.0		Y	N	SRR13071161	gtdb_genomes_reps_r214/database/GCF/008/692/785/GCF_008692785.1_genomic.fna.gz	99.7668	99.8073	99.34	47.0	NA-NA	HIGH	NA-NA	47.0	45.288	17266/21232	99.34	NZ_VXJV01000001.1 Salmonella enterica subsp. diarizonae strain CCUG 30040T contig_0000001, whole genome shotgun sequence	Salmonella diarizonae	Salmonella diarizonae	T	Pass
SAMN22513043	3956293	38	104112.97	792874	218	0	0	585570	3	212985	6	115081	11	98.87	0.1	100.0	Neural Network (Specific Model)	11.0	0.873	585570.0	330.8751793400287	3956293.0	0.48	3485.0		Y	N	SRR16541109	gtdb_genomes_reps_r214/database/GCF/000/621/645/GCF_000621645.1_genomic.fna.gz	100.0	100.0	98.39	41.0	NA-NA	HIGH	NA-NA	41.0	41.909	10298/17054	98.39	NZ_JHXR01000001.1 Vibrio cholerae ATCC 14035 T411DRAFT_scaffold00001.1_C, whole genome shotgun sequence	Vibrio cholerae	Vibrio cholerae	T	Pass
SAMN16232110	4906070	52	94347.5	937507	210	0	0	479045	4	310741	6	125595	11	98.98	0.04	100.0	Neural Network (Specific Model)	11.0	0.872	479045.0	307.08772307030745	4906070.0	0.52	4651.0		Y	N	SRR12682973	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.05	123.0	NA-NA	HIGH	NA-NA	123.0	119.655	15776/21226	99.05	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN31207612	4707201	56	84057.16	763925	218	0	0	366981	5	225224	8	151046	13	98.85	0.03	100.0	Neural Network (Specific Model)	11.0	0.877	366981.0	312.609977324263	4707201.0	0.52	4410.0		Y	N	SRR21838391	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.02	37.0	NA-NA	HIGH	NA-NA	37.0	36.599	15635/21226	99.02	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA7564064	4340279	160	27126.74	175678	220	0	0	74773	20	42572	35	18173	65	99.05	0.5	100.0	Neural Network (Specific Model)	11.0	0.903	74773.0	316.7174963750604	4340279.0	0.66	4138.0		Y	N	ERR4831749	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	61.0	NA-NA	HIGH	NA-NA	61.0	61.334	18380/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN22783505	5104831	153	33364.91	244506	203	0	0	97131	17	59632	32	26757	54	98.79	0.03	100.0	Neural Network (Specific Model)	11.0	0.873	97131.0	303.6594572536217	5104831.0	0.52	4901.0		Y	N	SRR16637535	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.04	39.0	NA-NA	HIGH	NA-NA	39.0	38.184	15717/21226	99.04	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN31838861	1679542	30	55984.73	416862	250	0	0	173912	3	108105	6	54613	10	99.86	0.03	99.99	Neural Network (Specific Model)	11.0	0.937	173912.0	298.9642248722317	1679542.0	0.31	1761.0		Y	N	SRR22426763	gtdb_genomes_reps_r214/database/GCF/000/254/135/GCF_000254135.1_genomic.fna.gz	100.0	100.0	98.91	194.0	NA-NA	HIGH	NA-NA	194.0	195.692	5610/7880	98.91	NZ_AINS01000187.1 Campylobacter coli LMG 9860 n_392_l_219_c_87.132423, whole genome shotgun sequence	Campylobacter_D coli	Campylobacter_D coli	T	Pass
SAMN31838865	1688039	27	62519.96	322991	226	0	0	191699	4	150690	6	103483	8	100.0	0.06	99.99	Neural Network (Specific Model)	11.0	0.94	191699.0	297.2126468942362	1688039.0	0.3	1787.0		Y	N	SRR22426759	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.04	138.0	NA-NA	HIGH	NA-NA	138.0	137.635	4013/7417	98.04	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN22165002	4780135	110	43455.77	1042782	223	0	0	517150	4	384028	6	90097	11	99.72	0.02	100.0	Neural Network (Specific Model)	11.0	0.876	517150.0	308.7246632810775	4780135.0	0.52	4529.0		Y	N	SRR16260944	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.09	82.0	NA-NA	HIGH	NA-NA	82.0	81.721	15973/21226	99.09	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMD00142922	4367739	95	45976.2	298824	209	0	0	141365	12	106505	19	65249	29	98.99	0.71	100.0	Neural Network (Specific Model)	11.0	0.903	141365.0	321.4839024390244	4367739.0	0.66	4100.0		Y	N	DRR188544	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.97	86.0	NA-NA	HIGH	NA-NA	86.0	86.028	18542/18742	99.97	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN15933584	4775071	110	43409.74	1060792	208	0	0	351740	5	232192	8	58858	17	98.86	0.02	100.0	Neural Network (Specific Model)	11.0	0.877	351740.0	310.1482138895052	4775071.0	0.52	4507.0		Y	N	SRR12541261	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.04	59.0	NA-NA	HIGH	NA-NA	59.0	58.098	15731/21226	99.04	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN22561289	4734082	83	57037.13	1174355	203	0	0	475479	4	386421	6	90039	10	98.86	0.02	100.0	Neural Network (Specific Model)	11.0	0.876	475479.0	311.03480017961385	4734082.0	0.52	4454.0		Y	N	SRR16563259	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.04	54.0	NA-NA	HIGH	NA-NA	54.0	53.634	15719/21226	99.04	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN18620788	3850958	307	12543.84	73535	223	0	0	20388	62	13560	109	7684	185	93.19	0.86	95.98	Neural Network (Specific Model)	11.0	0.899	20388.0	294.9252741647539	3850958.0	0.68	3921.0		Y	N	SRR14288342	gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	100.0	100.0	99.79	70.0	NA-NA	HIGH	NA-NA	70.0	68.278	15120/16129	99.79	NC_018518.1 Bordetella pertussis 18323, complete sequence	Bordetella pertussis	Bordetella pertussis	T	Pass
SAMN14055417	5320550	325	16370.92	210082	200	0	0	72359	23	47199	41	16863	77	100.0	0.29	100.0	Neural Network (Specific Model)	11.0	0.874	72359.0	296.35336767792404	5320550.0	0.5	5241.0		Y	N	SRR11046591	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.22	70.0	NA-NA	HIGH	NA-NA	70.0	71.264	8855/21223	97.22	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
