sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMN18524172	2439288	1445	1688.09	14343	248	0	0	1900	350	1288	664	871	1130	40.38	0.26	37.78	Neural Network (Specific Model)	11.0	0.78	1900.0	168.16869381279747	2439288.0	0.47	3782.0		Y	N	SRR14134745	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.69	20.0	NA-NA	HIGH	NA-NA	20.0	8.406	7481/21223	96.69	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA12921754	5128288	175	29304.5	265912	216	0	0	122262	14	89731	24	38003	42	100.0	0.15	100.0	Neural Network (Specific Model)	11.0	0.871	122262.0	295.145486935867	5128288.0	0.5	5052.0		Y	N	ERR8516817	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9525	99.973	97.42	64.0	NA-NA	HIGH	NA-NA	64.0	63.795	9439/21223	97.42	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA12921754	5128288	175	29304.5	265912	216	0	0	122262	14	89731	24	38003	42	100.0	0.15	100.0	Neural Network (Specific Model)	11.0	0.871	122262.0	295.145486935867	5128288.0	0.5	5052.0		Y	N	ERR8516817	gtdb_genomes_reps_r214/database/GCF/900/187/225/GCF_900187225.1_genomic.fna.gz	0.0475	0.027	98.93	0.03	96.89-99.94	0.030	0.02-0.06	1.0	1.015	267/12172	88.41	NZ_LT906436.1 Listeria monocytogenes strain NCTC10357 chromosome 1, complete sequence	Listeria monocytogenes	Escherichia coli	T	Fail	Pass
SAMN17516169	5347385	622	8597.08	333524	200	0	0	68218	20	43591	40	14436	80	100.0	0.75	100.0	Neural Network (Specific Model)	11.0	0.872	68218.0	296.16454251474227	5347385.0	0.51	5257.0		Y	N	SRR13514218	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.66	56.0	NA-NA	HIGH	NA-NA	56.0	56.541	19105/21223	99.66	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN16662997	2153366	482	4467.56	53200	204	0	0	6710	93	4488	170	2250	303	49.73	0.08	43.44	Neural Network (Specific Model)	11.0	0.846	6710.0	250.2432098765432	2153366.0	0.49	2430.0		Y	N	SRR12980612	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.25	6.246	NA-NA	HIGH	NA-NA	6.0	6.246	8942/21223	97.25	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4607722	9675394	6252	1547.57	48329	200	0	0	5485	421	1970	1002	529	3212	100.0	47.04	100.0	Neural Network (Specific Model)	11.0	0.877	5485.0	210.2944839857651	9675394.0	0.51	13488.0		Y	N	ERR3372720	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.38	30.0	NA-NA	HIGH	NA-NA	30.0	29.418	17518/21223	99.38	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5098031	5600865	525	10668.31	336733	202	0	0	113465	16	47655	32	11321	72	100.0	5.48	100.0	Neural Network (Specific Model)	11.0	0.879	113465.0	296.1334173568599	5600865.0	0.5	5554.0		Y	N	ERR3831419	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.08	32.0	NA-NA	HIGH	NA-NA	32.0	26.69	15941/21223	99.08	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN09763748	2411436	537	4490.57	223557	308	0	0	6047	107	4009	206	2120	366	50.93	0.46	49.22	Neural Network (Specific Model)	11.0	0.871	6047.0	259.5406804733728	2411436.0	0.5	2704.0		Y	N	SRR8182904	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.28	8.32	NA-NA	HIGH	NA-NA	8.0	8.32	9040/21223	97.28	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA7608944	8310383	4730	1756.95	85439	201	0	0	3476	517	1514	1247	653	3021	100.0	35.98	100.0	Neural Network (Specific Model)	11.0	0.88	3476.0	223.82457425379968	8310383.0	0.51	10922.0		Y	N	ERR9384369	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.07	78.0	NA-NA	HIGH	NA-NA	78.0	71.611	11589/21223	98.07	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12731768	10306997	4011	2569.68	100182	201	0	0	24160	124	12457	237	639	1096	100.0	60.14	100.0	Neural Network (Specific Model)	11.0	0.882	24160.0	244.02595419847327	10306997.0	0.51	12445.0		Y	N	SRR10525638	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.12	65.0	NA-NA	HIGH	NA-NA	65.0	61.552	16151/21223	99.12	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12562645	5574050	350	15925.86	277425	201	0	0	111186	16	68374	28	22645	57	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.875	111186.0	290.42767968610667	5574050.0	0.5	5607.0		Y	N	SRR9953598	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0935	0.092	97.11	0.056	95.93-98.63	0.056	0.03-0.08	1.0	0.965	510/21226	88.67	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Fail
SAMN12562645	5574050	350	15925.86	277425	201	0	0	111186	16	68374	28	22645	57	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.875	111186.0	290.42767968610667	5574050.0	0.5	5607.0		Y	N	SRR9953598	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9065	99.908	97.29	60.0	NA-NA	HIGH	NA-NA	60.0	59.468	9065/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN30416402	9221798	7905	1166.58	31943	200	0	0	2390	912	1140	2042	472	4621	100.0	39.17	100.0	Neural Network (Specific Model)	11.0	0.878	2390.0	191.05682620358604	9221798.0	0.51	14166.0		Y	N	SRR21143787	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.35	30.0	NA-NA	HIGH	NA-NA	30.0	29.79	12652/21223	98.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5623238	5083586	157	32379.53	234173	202	0	0	119202	16	94427	25	31896	44	99.34	0.93	100.0	Neural Network (Specific Model)	11.0	0.881	119202.0	305.4506840923014	5083586.0	0.51	4897.0		Y	N	ERR4037118	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.79	38.0	NA-NA	HIGH	NA-NA	38.0	37.931	19883/21223	99.79	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA9477819	11998320	11929	1005.81	92977	200	0	0	2175	1005	809	2911	361	7244	100.0	57.75	98.95	Neural Network (Specific Model)	11.0	0.879	2175.0	177.22036878862482	11998320.0	0.51	19903.0		Y	N	ERR10124403	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.41	44.0	NA-NA	HIGH	NA-NA	44.0	48.395	17657/21223	99.41	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA7457080	8014659	9303	861.51	50509	203	0	0	1581	1012	748	2537	293	5889	100.0	34.3	99.93	Neural Network (Specific Model)	11.0	0.881	1581.0	165.66842216136507	8014659.0	0.51	14241.0		Y	N	ERR7733871	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.77	95.0	NA-NA	HIGH	NA-NA	95.0	87.631	10538/21223	97.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12904805	4556898	99	46029.27	413961	232	0	0	125001	11	82778	21	35430	38	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.881	125001.0	312.761260210035	4556898.0	0.51	4285.0		Y	N	SRR10223773	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	37.0	NA-NA	HIGH	NA-NA	37.0	36.839	9048/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA8903711	4499178	4257	1056.89	6591	200	0	0	1499	957	969	1701	515	2954	89.0	7.94	86.65	Gradient Boost (General Model)	11.0	0.858	1499.0	173.07452084171024	4499178.0	0.51	7461.0		Y	N	ERR6006240	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.85	7.035	NA-NA	HIGH	NA-NA	7.0	7.035	7881/21223	96.85	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN11444786	5194042	279	18616.64	593066	203	0	0	231343	7	84715	15	28702	33	100.0	0.44	100.0	Neural Network (Specific Model)	11.0	0.871	231343.0	302.4058435061037	5194042.0	0.51	4997.0		Y	N	SRR8924005	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.16	116.0	NA-NA	HIGH	NA-NA	116.0	113.005	11937/21223	98.16	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6424317	7544343	6494	1161.74	97277	201	0	0	2605	627	1247	1474	407	3580	97.84	22.66	99.99	Neural Network (Specific Model)	11.0	0.873	2605.0	183.93095377413692	7544343.0	0.51	11963.0		Y	N	ERR5376470	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.85	32.0	NA-NA	HIGH	NA-NA	32.0	30.761	10829/21223	97.85	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5855085	6210257	3198	1941.92	55551	200	0	0	6827	213	3143	481	748	1238	100.0	6.05	100.0	Neural Network (Specific Model)	11.0	0.869	6827.0	220.46376634486128	6210257.0	0.51	8183.0		Y	N	ERR4899785	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.7	46.0	NA-NA	HIGH	NA-NA	46.0	43.082	10307/21223	97.7	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5957615	3730272	740	5040.91	69018	227	0	0	6953	158	4521	292	2525	510	89.67	2.38	81.72	Neural Network (Specific Model)	11.0	0.882	6953.0	272.0770183259039	3730272.0	0.51	4038.0		Y	N	ERR3535528	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.21	7.487	NA-NA	HIGH	NA-NA	7.0	7.487	8814/21223	97.21	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA6424981	6950395	5568	1248.27	85946	200	0	0	3744	402	1541	987	394	2772	98.07	18.6	99.85	Neural Network (Specific Model)	11.0	0.866	3744.0	190.25158422396672	6950395.0	0.51	10573.0		Y	N	ERR5376471	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.88	29.0	NA-NA	HIGH	NA-NA	29.0	24.47	14953/21223	98.88	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5611824	4653227	131	35520.82	414806	207	0	0	152886	9	112139	16	38089	33	100.0	0.17	100.0	Neural Network (Specific Model)	11.0	0.878	152886.0	312.1679249599634	4653227.0	0.51	4371.0		Y	N	ERR3330320	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	59.0	NA-NA	HIGH	NA-NA	59.0	59.374	9054/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMD00148558	6071992	7305	831.21	5914	200	0	0	1120	1649	706	3014	389	5305	92.99	9.62	99.32	Gradient Boost (General Model)	11.0	0.878	1120.0	156.5636587294614	6071992.0	0.5	11381.0		Y	N	DRR159830	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.43	50.0	NA-NA	HIGH	NA-NA	50.0	48.71	9467/21223	97.43	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA5621932	5162570	198	26073.59	191762	201	0	0	100030	21	65040	33	31303	54	99.48	1.95	100.0	Neural Network (Specific Model)	11.0	0.878	100030.0	309.19244126659856	5162570.0	0.5	4895.0		Y	N	ERR4034350	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.07	38.0	NA-NA	HIGH	NA-NA	38.0	37.807	15897/21223	99.07	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN11466968	5445128	340	16015.08	412419	200	0	0	188430	10	93148	18	28686	38	99.89	0.15	100.0	Neural Network (Specific Model)	11.0	0.877	188430.0	291.8416620904265	5445128.0	0.51	5463.0		Y	N	SRR8931526	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.47	48.0	NA-NA	HIGH	NA-NA	48.0	46.563	9581/21223	97.47	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA9973383	4959876	45	110219.47	2260980	223	0	0	685820	2	657736	3	139170	7	100.0	0.53	100.0	Neural Network (Specific Model)	11.0	0.882	685820.0	316.76002601344027	4959876.0	0.5	4613.0		Y	N	ERR6876169	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.88	165.0	NA-NA	HIGH	NA-NA	165.0	164.48	14990/21223	98.88	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN12145149	5304772	204	26003.78	267778	200	0	0	128794	14	93498	23	40176	39	99.97	1.27	100.0	Neural Network (Specific Model)	11.0	0.881	128794.0	301.6572588439977	5304772.0	0.51	5173.0		Y	N	SRR9615995	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.1359	0.1497	98.27	0.052	97.24-99.75	0.052	0.03-0.07	1.0	0.957	765/23841	89.5	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	T	Fail	Pass
SAMN12145149	5304772	204	26003.78	267778	200	0	0	128794	14	93498	23	40176	39	99.97	1.27	100.0	Neural Network (Specific Model)	11.0	0.881	128794.0	301.6572588439977	5304772.0	0.51	5173.0		Y	N	SRR9615995	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8641	99.8503	98.77	38.0	NA-NA	HIGH	NA-NA	38.0	40.551	14450/21223	98.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN20748587	5250224	329	15958.13	260397	201	0	0	96661	16	58083	29	28520	54	100.0	0.2	100.0	Neural Network (Specific Model)	11.0	0.875	96661.0	293.29915837796483	5250224.0	0.51	5228.0		Y	N	SRR15428703	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.2475	0.2434	95.23	0.077	93.79-96.88	0.077	0.04-0.12	1.0	1.0	373/21226	87.78	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN20748587	5250224	329	15958.13	260397	201	0	0	96661	16	58083	29	28520	54	100.0	0.2	100.0	Neural Network (Specific Model)	11.0	0.875	96661.0	293.29915837796483	5250224.0	0.51	5228.0		Y	N	SRR15428703	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.7525	99.7566	97.45	31.0	NA-NA	HIGH	NA-NA	31.0	32.862	9521/21223	97.45	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN30414314	4825163	255	18922.21	167234	200	0	0	59872	28	34499	50	17074	88	100.0	0.42	100.0	Neural Network (Specific Model)	11.0	0.874	59872.0	307.5835335226032	4825163.0	0.51	4579.0		Y	N	SRR21142005	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.45	39.0	NA-NA	HIGH	NA-NA	39.0	39.637	9514/21223	97.45	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN31155454	5158761	319	16171.66	287556	203	0	0	151524	12	88888	20	24507	42	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.874	151524.0	289.6237490377213	5158761.0	0.5	5196.0		Y	N	SRR21807997	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0602	0.0592	98.01	0.036	96.11-100.31	0.036	0.02-0.06	1.0	0.582	701/21226	89.58	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN31155454	5158761	319	16171.66	287556	203	0	0	151524	12	88888	20	24507	42	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.874	151524.0	289.6237490377213	5158761.0	0.5	5196.0		Y	N	SRR21807997	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9398	99.9408	97.19	59.0	NA-NA	HIGH	NA-NA	59.0	58.219	8760/21223	97.19	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN26939224	5260270	111	47389.82	450703	239	0	0	271670	7	129161	14	62548	25	100.0	0.25	100.0	Neural Network (Specific Model)	11.0	0.88	271670.0	308.027312599681	5260270.0	0.5	5016.0		Y	N	SRR18477068	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.41	38.0	NA-NA	HIGH	NA-NA	38.0	38.663	9411/21223	97.41	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN17164281	9986439	5070	1969.71	108386	201	0	0	10424	256	4583	543	558	2162	100.0	51.16	100.0	Neural Network (Specific Model)	11.0	0.887	10424.0	232.0266436799624	9986439.0	0.51	12761.0		Y	N	SRR13316648	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.09	46.0	NA-NA	HIGH	NA-NA	46.0	49.077	11675/21223	98.09	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMD00495951	5217569	547	9538.52	138435	200	0	0	32670	46	19011	87	6626	179	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.876	32670.0	290.024681982153	5217569.0	0.51	5267.0		Y	N	DRR381687	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.3	29.0	NA-NA	HIGH	NA-NA	29.0	28.53	9090/21223	97.3	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA9552143	5170224	262	19733.68	270274	210	0	0	79590	20	43369	37	18883	73	99.93	1.4	100.0	Neural Network (Specific Model)	11.0	0.878	79590.0	308.76166225300466	5170224.0	0.51	4909.0		Y	N	ERR6565049	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.05	61.0	NA-NA	HIGH	NA-NA	61.0	59.783	15767/21223	99.05	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN14437706	6069348	2673	2270.61	86774	200	0	0	8297	162	3228	394	767	1193	100.0	11.57	96.79	Neural Network (Specific Model)	11.0	0.87	8297.0	232.57722720084345	6069348.0	0.5	7588.0		Y	N	SRR11514720	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.64	137.0	NA-NA	HIGH	NA-NA	137.0	127.05	10115/21223	97.64	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN14490903	5198655	326	15946.79	124988	208	0	0	38632	41	22623	76	9893	143	99.92	1.59	100.0	Neural Network (Specific Model)	11.0	0.882	38632.0	304.76861808044606	5198655.0	0.51	5022.0		Y	N	SRR11454145	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.77	15.0	NA-NA	HIGH	NA-NA	15.0	15.798	14441/21223	98.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN25936503	5298361	765	6925.96	327710	200	0	0	134671	13	79842	23	25478	47	100.0	0.15	100.0	Neural Network (Specific Model)	11.0	0.867	134671.0	290.8173204472238	5298361.0	0.51	5277.0		Y	N	SRR18014074	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.4	19.0	NA-NA	HIGH	NA-NA	19.0	19.534	9393/21223	97.4	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA8743324	4375085	570	7675.59	90163	200	0	0	26127	50	14683	94	5338	192	100.0	0.44	100.0	Neural Network (Specific Model)	11.0	0.86	26127.0	271.20530515419455	4375085.0	0.51	4637.0		Y	N	ERR5919323	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.92	137.0	NA-NA	HIGH	NA-NA	137.0	142.877	8040/21223	96.92	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN13655828	5318180	276	19268.77	487063	201	0	0	193705	9	96251	17	36953	36	100.0	0.4	100.0	Neural Network (Specific Model)	11.0	0.877	193705.0	295.1780303030303	5318180.0	0.51	5280.0		Y	N	SRR10745670	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	38.0	NA-NA	HIGH	NA-NA	38.0	38.128	9232/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6424143	5462232	306	17850.43	413623	200	0	0	138460	13	76029	24	34705	45	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.87	138460.0	291.50697759823726	5462232.0	0.5	5446.0		Y	N	ERR5311988	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.46	46.0	NA-NA	HIGH	NA-NA	46.0	46.53	9570/21223	97.46	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA4607446	6019960	956	6297.03	134984	204	0	0	26760	60	13823	122	3112	289	100.0	12.03	100.0	Neural Network (Specific Model)	11.0	0.874	26760.0	282.83526383526385	6019960.0	0.5	6216.0		Y	N	ERR3372459	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.44	43.0	NA-NA	HIGH	NA-NA	43.0	35.584	13031/21223	98.44	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
