Sample	Reasons
SAMN04461245	sylph_no_species_call;checkm2_min_compl
SAMN02745100	sylph_no_species_call;checkm2_min_compl
SAMEA7530802	sylph_min_abundance
SAMEA3252042	checkm2_min_compl
SAMEA7321656	sylph_min_abundance
SAMN35541607	sylph_min_abundance
SAMN12691955	sylph_min_abundance
SAMN33406878	sylph_min_abundance
SAMN42148981	sylph_min_abundance;checkm2_max_contam
SAMN07658342	sylph_min_abundance
SAMEA7330012	sylph_min_abundance
SAMN16278054	sylph_min_abundance
SAMN08886255	checkm2_min_compl
SAMN09522081	sylph_min_abundance
SAMEA6434656	sylph_min_abundance
SAMN07621341	sylph_no_species_call;checkm2_min_compl
SAMEA7556452	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMEA1400860	sylph_min_abundance
SAMN41341500	checkm2_min_compl
SAMN37505426	sylph_no_species_call
SAMN41498774	sylph_min_abundance
SAMN41498705	sylph_min_abundance
SAMN03197626	sylph_min_abundance
SAMEA114072076	sylph_min_abundance
SAMEA5215813	checkm2_max_contam
SAMN16279065	checkm2_max_contam
SAMN07658895	sylph_min_abundance
SAMEA3304271	sylph_min_abundance
SAMN40623167	sylph_min_abundance
SAMEA111271599	sylph_min_abundance
SAMN30547703	checkm2_min_compl
SAMN12648195	max_contig_num;checkm2_max_contam
SAMEA2570248	sylph_min_abundance;checkm2_max_contam
SAMEA4547947	sylph_min_abundance;checkm2_max_contam
SAMN17143985	sylph_min_abundance
SAMN38910030	checkm2_min_compl
SAMN17203978	sylph_min_abundance
SAMEA3982263	checkm2_max_contam
SAMN41498922	sylph_min_abundance
SAMN03069666	sylph_no_species_call
SAMN18146385	sylph_min_abundance;checkm2_max_contam
SAMEA12549097	sylph_min_abundance
SAMN25159974	sylph_min_abundance
SAMN07141488	max_contig_num
SAMEA4831415	sylph_min_abundance
SAMEA5615942	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA1402013	sylph_min_abundance
SAMN12500132	min_N50;checkm2_min_compl
SAMEA8158386	sylph_min_abundance
SAMN09463327	sylph_min_abundance
SAMEA7471080	max_contig_num;min_N50;checkm2_max_contam
SAMN08612988	sylph_min_abundance;checkm2_max_contam
SAMEA5419319	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA8609895	sylph_min_abundance;checkm2_max_contam
SAMN31034674	sylph_min_abundance;checkm2_max_contam
SAMEA4773151	checkm2_min_compl
SAMN00809054	sylph_min_abundance
SAMEA8611419	sylph_no_species_call;checkm2_max_contam
SAMN08886358	checkm2_min_compl
SAMN38799020	sylph_no_species_call
SAMEA7698207	sylph_min_abundance;checkm2_max_contam
SAMN05574991	max_contig_num;checkm2_min_compl;checkm2_max_contam
SAMN07659098	max_contig_num;min_N50;checkm2_max_contam
SAMN07344599	max_contig_num;checkm2_max_contam
SAMN23492903	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN14149992	sylph_min_abundance;checkm2_max_contam
SAMEA2794327	sylph_min_abundance
SAMN20399947	sylph_min_abundance
SAMN16556784	checkm2_min_compl
SAMEA3389402	sylph_min_abundance;checkm2_max_contam
SAMN35106892	checkm2_min_compl
SAMEA3649477	sylph_min_abundance
SAMEA104233573	sylph_min_abundance
SAMN02598997	sylph_min_abundance
SAMN38224215	sylph_min_abundance
SAMN30728638	sylph_min_abundance;checkm2_max_contam
SAMN22963603	sylph_min_abundance
SAMEA7553527	sylph_min_abundance
SAMN40966552	checkm2_min_compl
SAMN31233575	sylph_no_species_call
SAMN03477619	sylph_min_abundance
SAMN16616319	sylph_min_abundance
SAMEA1569549	checkm2_min_compl
SAMEA114571789	sylph_min_abundance
SAMEA2030533	sylph_min_abundance;checkm2_max_contam
SAMN33769543	sylph_min_abundance
SAMEA18881668	checkm2_min_compl
SAMEA3488992	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA6156069	max_contig_num;checkm2_max_contam
SAMN17922472	sylph_min_abundance
SAMEA115741319	sylph_min_abundance
SAMN41334287	checkm2_min_compl
SAMN11847458	sylph_min_abundance
SAMEA10302684	sylph_min_abundance;checkm2_max_contam
SAMEA5162005	sylph_min_abundance
SAMN08886498	checkm2_min_compl
SAMEA112954382	sylph_min_abundance;checkm2_max_contam
SAMN32025091	sylph_min_abundance;checkm2_min_compl
SAMN41334983	sylph_min_abundance
SAMN41337031	sylph_min_abundance
SAMN20603229	max_contig_num;checkm2_max_contam
SAMN03000707	checkm2_max_contam
SAMN17128797	sylph_min_abundance
SAMN33762025	max_contig_num;checkm2_max_contam
SAMD00015926	sylph_min_abundance
SAMN11849196	sylph_min_abundance;checkm2_max_contam
SAMN41033022	sylph_min_abundance
SAMEA115592519	sylph_min_abundance
SAMEA4830966	checkm2_max_contam
SAMN07659902	sylph_min_abundance;checkm2_max_contam
SAMN25888769	sylph_min_abundance
SAMN40569668	max_contig_num;min_N50;checkm2_max_contam
SAMN32508746	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA4967456	sylph_min_abundance
SAMN09637349	sylph_min_abundance
SAMEA7547958	sylph_min_abundance
SAMN08865329	sylph_min_abundance
SAMEA4621330	sylph_min_abundance
SAMN02745287	sylph_no_species_call;checkm2_min_compl
SAMEA5163041	sylph_min_abundance;checkm2_max_contam
SAMEA6368928	sylph_min_abundance
SAMN05660746	sylph_min_abundance
SAMN07212827	sylph_min_abundance
SAMN18878290	sylph_min_abundance;checkm2_max_contam
SAMEA5854637	checkm2_max_contam
SAMN33940832	sylph_min_abundance;checkm2_max_contam
SAMN02846653	max_contig_num;checkm2_max_contam
SAMEA4968014	sylph_min_abundance;checkm2_max_contam
SAMN11848602	sylph_min_abundance;checkm2_max_contam
SAMN11849536	sylph_min_abundance
SAMN41498823	sylph_no_species_call
SAMEA1034456	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN16240641	checkm2_min_compl
SAMN41140050	sylph_min_abundance
SAMN11043758	sylph_min_abundance;checkm2_max_contam
SAMEA7819049	sylph_min_abundance
SAMN41524176	sylph_min_abundance;checkm2_max_contam
SAMEA1059670	sylph_min_abundance
SAMN33288047	sylph_min_abundance
SAMN06640141	sylph_min_abundance
SAMN13082258	sylph_min_abundance;checkm2_max_contam
SAMEA7619834	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN20222708	sylph_min_abundance
SAMEA5532985	sylph_min_abundance;checkm2_max_contam
SAMEA5377735	sylph_min_abundance
SAMEA864158	sylph_min_abundance;checkm2_max_contam
SAMEA7549494	sylph_min_abundance;checkm2_max_contam
SAMN18146378	sylph_min_abundance;checkm2_max_contam
SAMEA4619822	sylph_min_abundance
SAMN24016415	sylph_no_species_call
SAMEA6142006	sylph_min_abundance;checkm2_max_contam
SAMEA1466626	sylph_min_abundance;checkm2_max_contam
SAMEA4560995	sylph_min_abundance
SAMEA104128353	max_contig_num;min_N50;checkm2_max_contam
SAMEA8611488	sylph_no_species_call;checkm2_max_contam
SAMN13280423	sylph_min_abundance
SAMEA4846662	sylph_min_abundance;checkm2_max_contam
SAMEA6935566	sylph_min_abundance
SAMN41498296	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA112910747	sylph_min_abundance;checkm2_max_contam
SAMN03197256	sylph_min_abundance
SAMEA7553665	checkm2_min_compl;checkm2_max_contam
SAMN06320160	checkm2_min_compl
SAMN18348526	sylph_min_abundance;checkm2_max_contam
SAMN17128778	sylph_min_abundance
SAMEA8570867	checkm2_max_contam
SAMEA6359725	sylph_min_abundance
SAMEA104076981	sylph_min_abundance
SAMN08912874	sylph_min_abundance
SAMEA6240949	sylph_min_abundance;checkm2_max_contam
SAMEA8610787	sylph_min_abundance;checkm2_max_contam
SAMN33554932	sylph_min_abundance
SAMN10743471	sylph_min_abundance
SAMEA3859935	min_N50;checkm2_min_compl
SAMN32024337	sylph_min_abundance
SAMEA5751830	sylph_min_abundance
SAMN09401218	checkm2_max_contam
SAMN05290021	max_contig_num;min_N50;checkm2_min_compl
SAMN15566993	sylph_min_abundance
SAMN24547384	sylph_min_abundance
SAMN11477385	sylph_min_abundance
SAMEA112486209	sylph_min_abundance
SAMEA4831875	sylph_min_abundance;checkm2_max_contam
SAMN40031159	sylph_min_abundance
SAMEA8609815	sylph_min_abundance;checkm2_max_contam
SAMN41416589	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN09671519	sylph_min_abundance;checkm2_max_contam
SAMN18348533	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA7546526	checkm2_min_compl
SAMN08886112	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl
SAMN01731000	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMD00065917	sylph_min_abundance
SAMN02745539	sylph_no_species_call;checkm2_min_compl
SAMEA12858899	min_N50;checkm2_min_compl
SAMEA2731227	sylph_min_abundance;checkm2_max_contam
SAMN41760340	sylph_min_abundance
SAMN02745388	checkm2_min_compl
SAMN41641656	sylph_no_species_call
SAMN32542126	sylph_min_abundance;checkm2_max_contam
SAMEA5751092	sylph_min_abundance
SAMN15599121	sylph_min_abundance
SAMEA1571875	sylph_min_abundance;checkm2_max_contam
SAMN07621355	sylph_no_species_call;checkm2_min_compl
SAMN05276326	sylph_min_abundance;checkm2_max_contam
SAMEA1033620	sylph_min_abundance;checkm2_max_contam
SAMN06477572	sylph_min_abundance;checkm2_max_contam
SAMN22835292	max_contig_num;checkm2_min_compl
SAMEA3918532	sylph_min_abundance;checkm2_max_contam
SAMEA8900787	checkm2_min_compl
SAMN06454495	checkm2_min_compl
SAMN09232827	checkm2_min_compl
SAMN12839490	sylph_min_abundance
SAMN06016298	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA6102427	sylph_min_abundance;checkm2_max_contam
SAMN40030970	sylph_min_abundance
SAMEA9478635	max_contig_num;checkm2_max_contam
SAMD00498648	sylph_min_abundance
SAMEA111483110	checkm2_max_contam
SAMN20959670	sylph_min_abundance
SAMN08885947	sylph_no_species_call;checkm2_min_compl
SAMEA4846537	sylph_min_abundance
SAMEA5378520	sylph_min_abundance
SAMEA1025356	sylph_min_abundance
SAMN40032117	sylph_min_abundance
SAMN08886065	checkm2_min_compl
SAMN35302777	sylph_min_abundance;checkm2_max_contam
SAMEA4846518	sylph_min_abundance
SAMN07135006	sylph_min_abundance;checkm2_max_contam
SAMEA1094813	sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN12565873	sylph_min_abundance;checkm2_max_contam
SAMN33288117	sylph_min_abundance
SAMN20230761	sylph_min_abundance;checkm2_max_contam
SAMN14002667	max_contig_num;checkm2_max_contam
SAMN12565696	sylph_min_abundance;checkm2_max_contam
SAMEA3232435	sylph_min_abundance
SAMN06438701	sylph_min_abundance;checkm2_min_compl
SAMN18146281	sylph_min_abundance;checkm2_max_contam
SAMEA1317925	checkm2_max_contam
SAMEA6359761	sylph_min_abundance
SAMN41332571	sylph_min_abundance
SAMN37702707	checkm2_max_contam
SAMN02745343	sylph_no_species_call;checkm2_min_compl
SAMN11854245	max_contig_num
SAMEA1676465	sylph_min_abundance
SAMEA1559654	sylph_min_abundance;checkm2_max_contam
SAMN03300232	sylph_min_abundance
SAMEA4832008	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN23235203	sylph_min_abundance
SAMD00289724	sylph_no_species_call
SAMN38266181	checkm2_max_contam
SAMN30294475	sylph_min_abundance;checkm2_max_contam
SAMN25050054	max_contig_num;checkm2_max_contam
SAMN10836097	sylph_min_abundance
SAMN18737400	sylph_min_abundance
SAMN22254978	sylph_min_abundance
SAMEA7621210	sylph_min_abundance;checkm2_max_contam
SAMEA110665227	sylph_min_abundance;checkm2_max_contam
SAMEA4831250	sylph_min_abundance
SAMN41328332	sylph_min_abundance
SAMEA100904668	sylph_min_abundance
SAMN39140571	sylph_min_abundance;checkm2_max_contam
SAMN32974777	sylph_min_abundance
SAMN40031189	sylph_min_abundance
SAMEA115741127	sylph_min_abundance
SAMN00768254	sylph_min_abundance
SAMN06094120	sylph_min_abundance;checkm2_max_contam
SAMN05774323	sylph_min_abundance;checkm2_max_contam
SAMEA5672710	sylph_min_abundance
SAMN02403627	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN12839585	sylph_min_abundance
SAMN09232853	checkm2_min_compl
SAMD00578001	sylph_no_species_call
SAMEA5634202	sylph_min_abundance
SAMN18146516	sylph_min_abundance
SAMEA8610584	sylph_min_abundance;checkm2_max_contam
SAMN03765105	sylph_min_abundance
SAMN05276538	sylph_min_abundance
SAMEA1101631	sylph_min_abundance
SAMEA4928996	sylph_min_abundance;checkm2_max_contam
SAMN25999840	sylph_min_abundance
SAMEA7537466	sylph_min_abundance;checkm2_max_contam
SAMN41641299	sylph_no_species_call
SAMN03358487	max_contig_num;checkm2_max_contam
SAMN26631387	sylph_min_abundance
SAMEA5616027	max_contig_num;checkm2_max_contam
SAMN18207121	checkm2_min_compl
SAMEA7530281	sylph_min_abundance
SAMN14546094	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA5612653	sylph_min_abundance;checkm2_max_contam
SAMN09866878	checkm2_min_compl
SAMN06314770	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl
SAMN40030447	sylph_min_abundance;checkm2_max_contam
SAMN03478228	max_contig_num
SAMEA5751936	sylph_min_abundance
SAMN11389092	sylph_min_abundance;checkm2_max_contam
SAMEA104137810	sylph_min_abundance
SAMEA3649468	sylph_min_abundance;checkm2_max_contam
SAMD00029478	sylph_min_abundance
SAMN25888770	sylph_min_abundance
SAMEA9477500	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN03197635	sylph_min_abundance
SAMEA114438947	sylph_min_abundance;checkm2_max_contam
SAMN07411318	sylph_min_abundance;checkm2_max_contam
SAMEA6147402	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMD00028839	max_contig_num
SAMN41332238	sylph_min_abundance
SAMEA2070716	sylph_min_abundance;checkm2_max_contam
SAMN41498487	checkm2_max_contam
SAMEA2177690	sylph_min_abundance;checkm2_max_contam
SAMEA4649777	sylph_min_abundance
SAMN28784433	max_contig_num;checkm2_max_contam
SAMEA4417326	checkm2_max_contam
SAMN04286032	max_contig_num;checkm2_min_compl;checkm2_max_contam
SAMN03074774	sylph_min_abundance;checkm2_max_contam
SAMN41649339	sylph_min_abundance
SAMN40897187	sylph_min_abundance
SAMN18146259	sylph_min_abundance;checkm2_max_contam
SAMEA2392997	checkm2_max_contam
SAMN16521756	sylph_min_abundance
SAMEA5378477	sylph_min_abundance
SAMN24647690	sylph_min_abundance
SAMEA114211746	checkm2_max_contam
SAMN15775643	sylph_min_abundance
SAMN41497460	sylph_min_abundance
SAMN18805064	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA104437706	sylph_min_abundance
SAMEA9435991	sylph_min_abundance;checkm2_max_contam
SAMN32036406	sylph_min_abundance;checkm2_max_contam
SAMEA104090921	sylph_min_abundance;checkm2_max_contam
SAMN41825847	sylph_min_abundance
SAMEA7997351	sylph_min_abundance
SAMEA4753670	checkm2_min_compl
SAMEA1903777	max_contig_num;checkm2_max_contam
SAMN10067833	sylph_min_abundance;checkm2_max_contam
SAMEA1024789	sylph_min_abundance;checkm2_max_contam
SAMN25999821	sylph_min_abundance
SAMN11483247	sylph_min_abundance
SAMN07658385	sylph_min_abundance
SAMEA2361695	sylph_min_abundance;checkm2_max_contam
SAMEA5226392	sylph_min_abundance;checkm2_max_contam
SAMN11319233	sylph_min_abundance;checkm2_max_contam
SAMEA104164046	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMN39921785	sylph_no_species_call
SAMEA115501762	sylph_min_abundance
SAMN22503683	sylph_min_abundance
SAMN18253158	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA111271212	checkm2_max_contam
SAMN09494671	max_contig_num
SAMN04116606	sylph_min_abundance;checkm2_max_contam
SAMEA4680486	sylph_min_abundance;checkm2_max_contam
SAMN07658215	sylph_min_abundance;checkm2_max_contam
SAMD00321001	sylph_min_abundance;checkm2_max_contam
SAMN14504255	checkm2_min_compl
SAMN41336806	sylph_min_abundance;checkm2_max_contam
SAMEA104288144	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMN32597910	sylph_min_abundance
SAMEA4623349	sylph_min_abundance;checkm2_max_contam
SAMEA5378320	sylph_min_abundance
SAMN07658872	sylph_min_abundance
SAMN09232988	checkm2_min_compl
SAMEA1033503	checkm2_max_contam
SAMEA4384449	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA113538301	sylph_min_abundance
SAMN10845190	sylph_min_abundance
SAMEA112912653	sylph_no_species_call
SAMN28553776	sylph_min_abundance;checkm2_max_contam
SAMN02360595	sylph_min_abundance;checkm2_max_contam
SAMEA5751730	sylph_min_abundance
SAMN10871974	checkm2_min_compl
SAMN32062186	sylph_min_abundance
SAMN24020451	sylph_min_abundance
SAMN01828190	sylph_min_abundance
SAMEA113399112	sylph_min_abundance;checkm2_max_contam
SAMN11849200	sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN02910317	sylph_min_abundance
SAMN29208268	sylph_min_abundance
SAMEA5734528	sylph_min_abundance;checkm2_max_contam
SAMN02745097	checkm2_min_compl
SAMEA4832163	sylph_min_abundance
SAMEA112181544	sylph_min_abundance
SAMN04521919	sylph_min_abundance
SAMN37150060	sylph_no_species_call
SAMN02194303	sylph_no_species_call;checkm2_min_compl
SAMEA100918918	sylph_min_abundance
SAMN24849482	sylph_min_abundance
SAMEA7584287	checkm2_max_contam
SAMN05868206	sylph_min_abundance
SAMN08795283	sylph_min_abundance
SAMEA112188877	checkm2_max_contam
SAMN41389653	checkm2_min_compl
SAMD00015713	checkm2_max_contam
SAMEA4060269	sylph_min_abundance;checkm2_max_contam
SAMN12495577	checkm2_max_contam
SAMEA4967582	max_contig_num;checkm2_max_contam
SAMEA1710311	checkm2_max_contam
SAMN06015636	max_contig_num;checkm2_max_contam
SAMN41330327	checkm2_min_compl
SAMN40031337	sylph_min_abundance;checkm2_max_contam
SAMEA5162361	sylph_min_abundance
SAMEA110665196	sylph_min_abundance;checkm2_max_contam
SAMN07660136	sylph_min_abundance;checkm2_max_contam
SAMEA5378884	sylph_min_abundance;checkm2_max_contam
SAMEA6813664	checkm2_min_compl
SAMN41146622	sylph_min_abundance
SAMN08039527	sylph_min_abundance;checkm2_max_contam
SAMN05171518	checkm2_min_compl
SAMEA2187204	sylph_min_abundance
SAMEA806693	checkm2_min_compl
SAMN40031129	sylph_min_abundance;checkm2_max_contam
SAMN24020623	sylph_min_abundance;checkm2_max_contam
SAMN41497828	sylph_min_abundance
SAMN11846904	sylph_min_abundance
SAMN18348841	sylph_min_abundance
SAMN41332393	sylph_min_abundance
SAMN04347228	sylph_min_abundance;checkm2_max_contam
SAMEA9977519	sylph_min_abundance;checkm2_max_contam
SAMEA3498995	sylph_min_abundance;checkm2_max_contam
SAMEA110355395	checkm2_max_contam
SAMEA5190026	sylph_min_abundance
SAMN03479013	sylph_min_abundance;checkm2_max_contam
SAMN02744813	sylph_no_species_call;checkm2_min_compl
SAMEA2713459	sylph_min_abundance;checkm2_max_contam
SAMN04396856	checkm2_min_compl
SAMN16357171	sylph_min_abundance;checkm2_max_contam
SAMEA5608555	sylph_min_abundance
SAMEA8611366	sylph_no_species_call;checkm2_max_contam
SAMN41417137	sylph_min_abundance
SAMEA5342731	sylph_min_abundance
SAMN09284528	sylph_min_abundance;checkm2_max_contam
SAMN41685580	sylph_min_abundance
SAMN33717791	sylph_min_abundance
SAMEA4831391	sylph_min_abundance;checkm2_max_contam
SAMN07658698	sylph_min_abundance
SAMN02194553	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN11268614	sylph_min_abundance;checkm2_max_contam
SAMEA4621272	sylph_min_abundance
SAMEA104456349	sylph_min_abundance
SAMEA111270837	max_contig_num;min_N50;checkm2_max_contam
SAMN07659962	sylph_min_abundance
SAMEA104570772	min_N50;checkm2_min_compl
SAMN41385067	sylph_min_abundance
SAMN31043489	sylph_min_abundance;checkm2_max_contam
SAMEA104447013	checkm2_max_contam
SAMN04366516	sylph_min_abundance
SAMEA3431828	sylph_min_abundance;checkm2_max_contam
SAMEA2060918	sylph_min_abundance
SAMEA9850016	checkm2_max_contam
SAMEA112866869	sylph_min_abundance
SAMN00768203	sylph_min_abundance
SAMEA112181227	checkm2_min_compl
SAMEA104207524	sylph_min_abundance
SAMEA7290622	sylph_min_abundance
SAMN19688710	sylph_min_abundance
SAMEA7619948	sylph_min_abundance;checkm2_max_contam
SAMN41334805	sylph_min_abundance
SAMEA5694475	sylph_min_abundance;checkm2_max_contam
SAMN32957532	sylph_min_abundance
SAMN41498590	sylph_no_species_call
SAMN41880646	sylph_min_abundance
SAMEA111538808	sylph_min_abundance
SAMN05230156	sylph_min_abundance
SAMN04461286	sylph_no_species_call;checkm2_min_compl
SAMEA1402395	sylph_min_abundance;checkm2_max_contam
SAMN11192320	sylph_min_abundance;checkm2_max_contam
SAMEA110354124	max_contig_num;checkm2_max_contam
SAMEA6262285	max_contig_num;min_N50;checkm2_max_contam
SAMN29870549	checkm2_min_compl
SAMN01922312	checkm2_min_compl
SAMN17128921	sylph_min_abundance
SAMEA5622025	sylph_min_abundance
SAMEA115084459	sylph_min_abundance
SAMN04461249	sylph_no_species_call;checkm2_min_compl
SAMN18146353	sylph_min_abundance;checkm2_max_contam
SAMN07658249	sylph_min_abundance
SAMEA14372576	sylph_min_abundance;checkm2_max_contam
