sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Sample	Species	HQ	hq_set
SAMEA111538548	2846896	219	12999.53	127851	213	0	0	38983	22	21511	41	8076	82	SAMEA111538548	unknown	F	removed_samples
SAMEA4620940	1853779	49	37832.22	152177	216	0	0	83627	9	62913	14	29001	22	SAMEA4620940	unknown	F	removed_samples
SAMN21208643	5748628	1372	4189.96	82604	201	0	0	19729	86	11728	161	3569	327	SAMN21208643	unknown	F	removed_samples
SAMN07428385	4023083	69	58305.55	454754	256	0	0	162395	8	96831	15	29143	28	SAMN07428385	unknown	F	removed_samples
SAMN12250443	8504778	198	42953.42	818547	200	0	0	198230	13	127533	24	56326	45	SAMN12250443	unknown	F	removed_samples
SAMN05192534	3654016	86	42488.56	994380	205	100	1	222225	4	165681	8	57279	15	SAMN05192534	unknown	F	removed_samples
SAMN32508626	6914758	2079	3326.0	76523	200	0	0	9358	168	3693	408	1264	1040	SAMN32508626	Bacteroides thetaiotaomicron	F	removed_samples
SAMN33769966	3797010	180	21094.5	188473	200	0	0	52239	19	34033	36	15411	67	SAMN33769966	unknown	F	removed_samples
SAMD00254156	154648	28	5523.14	84651	253	0	0	84651	1	10260	3	1684	12	SAMD00254156	unknown	F	removed_samples
SAMN16966023	4360390	164	26587.74	242279	202	0	0	59578	21	40824	38	19411	67	SAMN16966023	unknown	F	removed_samples
SAMN07344696	4456766	314	14193.52	219237	210	0	0	41381	32	29651	57	13225	102	SAMN07344696	unknown	F	removed_samples
SAMN20967927	3017576	459	6574.24	258908	203	0	0	82666	10	40774	21	2356	79	SAMN20967927	unknown	F	removed_samples
SAMN24849512	2794262	245	11405.15	127615	200	0	0	39447	20	21346	39	8961	77	SAMN24849512	unknown	F	removed_samples
SAMN06330512	9182400	634	14483.28	1364527	257	200	2	98839	17	14228	68	5331	286	SAMN06330512	unknown	F	removed_samples
SAMEA7353865	6959858	2363	2945.35	153261	201	0	0	20864	76	2906	272	926	1158	SAMEA7353865	unknown	F	removed_samples
SAMN16824819	5041587	125	40332.7	376920	200	0	0	224325	9	108342	15	45489	28	SAMN16824819	unknown	F	removed_samples
SAMN00103218	1350251	3573	377.9	26130	200	0	0	366	963	275	1826	220	2930	SAMN00103218	Cereibacter_A sphaeroides	F	removed_samples
SAMEA919819	4343751	204	21292.9	132216	217	0	0	58356	27	37264	45	16124	80	SAMEA919819	unknown	F	removed_samples
SAMEA69643168	5742837	204	28151.16	417771	204	0	0	161591	11	94312	21	27998	42	SAMEA69643168	unknown	F	removed_samples
SAMN19687877	9860721	1401	7038.34	286068	200	0	0	33670	69	17192	152	6459	329	SAMN19687877	unknown	F	removed_samples
SAMEA4966927	2670356	658	4058.29	63831	200	0	0	15314	45	7474	96	2278	221	SAMEA4966927	unknown	F	removed_samples
SAMN06555570	4150281	403	10298.46	1022299	270	100	1	376983	4	70726	9	2891	148	SAMN06555570	unknown	F	removed_samples
SAMEA1026167	5697473	394	14460.59	689031	205	0	0	127434	14	84325	25	11636	51	SAMEA1026167	unknown	F	removed_samples
SAMN10992012	10767873	187	57582.21	1288135	200	0	0	685454	6	408637	10	145664	19	SAMN10992012	unknown	F	removed_samples
SAMN07690370	11667072	496	23522.32	628001	216	0	0	80702	42	42088	83	13921	178	SAMN07690370	unknown	F	removed_samples
SAMN42074397	2407134	2224	1082.34	39402	200	0	0	2521	189	1054	485	339	1287	SAMN42074397	Campylobacter_D jejuni	F	removed_samples
SAMN33288054	8743527	284	30787.07	663190	395	0	0	201747	10	139753	20	16055	57	SAMN33288054	unknown	F	removed_samples
SAMN11025593	5544917	648	8556.97	393283	201	0	0	169617	12	105459	19	2371	155	SAMN11025593	unknown	F	removed_samples
SAMN08797108	6888621	950	7251.18	188247	207	0	0	32891	46	10900	115	2451	418	SAMN08797108	unknown	F	removed_samples
SAMN16278029	5454779	661	8252.31	69411	204	0	0	12085	140	8156	251	4307	434	SAMN16278029	Pseudomonas_E helleri	F	removed_samples
SAMN37350342	4828135	82	58879.7	533528	205	0	0	214142	7	160591	12	72425	20	SAMN37350342	unknown	F	removed_samples
SAMEA8610876	13488440	188	71747.02	1048532	205	0	0	240877	17	158589	30	71090	56	SAMEA8610876	unknown	F	removed_samples
SAMN08395631	3513910	871	4034.34	34051	224	0	0	6224	175	3924	317	1916	573	SAMN08395631	Bordetella pertussis	F	removed_samples
SAMEA4964440	3793956	916	4141.87	97641	202	0	0	16064	73	7839	143	1814	342	SAMEA4964440	unknown	F	removed_samples
SAMN05763386	4976321	217	22932.35	258684	223	0	0	54555	24	40820	45	19247	78	SAMN05763386	unknown	F	removed_samples
SAMN26553908	4608692	515	8948.92	242217	202	0	0	59515	21	35057	41	8827	85	SAMN26553908	unknown	F	removed_samples
SAMEA8611284	13023108	639	20380.45	403144	201	0	0	108254	37	70501	67	23592	128	SAMEA8611284	unknown	F	removed_samples
SAMEA5803137	3219717	3194	1008.05	42893	205	0	0	4214	165	985	474	292	1818	SAMEA5803137	Campylobacter_D jejuni	F	removed_samples
SAMN18146434	2468682	91	27128.37	301037	203	0	0	119576	7	89255	12	37100	20	SAMN18146434	unknown	F	removed_samples
SAMEA3504609	4365229	128	34103.35	281519	205	0	0	96659	16	70523	26	30239	42	SAMEA3504609	unknown	F	removed_samples
SAMEA4832425	11009640	3152	3492.91	431484	200	0	0	80485	34	19367	84	1432	661	SAMEA4832425	unknown	F	removed_samples
SAMEA7550011	4353669	237	18369.91	142375	202	0	0	54001	28	31529	49	13567	88	SAMEA7550011	unknown	F	removed_samples
SAMEA1559565	1806930	113	15990.53	323550	202	0	0	136196	5	101986	8	14711	13	SAMEA1559565	unknown	F	removed_samples
SAMN37210558	6253985	709	8820.85	120199	210	0	0	34544	52	12355	113	4330	287	SAMN37210558	unknown	F	removed_samples
SAMEA7589118	13200841	317	41643.03	760861	201	0	0	162165	25	96318	46	43839	86	SAMEA7589118	unknown	F	removed_samples
SAMEA104305220	3776994	37	102080.92	751855	209	0	0	403830	4	222494	6	104503	10	SAMEA104305220	unknown	F	removed_samples
SAMN15677290	7121593	234	30434.16	281784	200	0	0	61521	33	37534	62	17990	117	SAMN15677290	unknown	F	removed_samples
SAMN06266937	741031	316	2345.03	16028	200	0	0	4888	47	3298	85	1447	150	SAMN06266937	Sedimentibacter sp012519555	F	removed_samples
SAMN06437175	7821681	3095	2527.2	276507	203	0	0	58164	35	4065	104	712	1363	SAMN06437175	unknown	F	removed_samples
SAMEA6145410	5855002	4233	1383.18	40360	201	0	0	3928	405	2154	805	446	2051	SAMEA6145410	Salmonella enterica	F	removed_samples
SAMEA6566935	1859087	109	17055.84	332361	207	0	0	280450	3	209694	5	66657	9	SAMEA6566935	unknown	F	removed_samples
SAMN26553928	4390514	173	25378.69	228153	239	0	0	69504	20	41900	35	16952	67	SAMN26553928	unknown	F	removed_samples
SAMN07659963	5515628	276	19984.16	187147	203	0	0	59340	26	31867	51	13144	102	SAMN07659963	unknown	F	removed_samples
SAMN05294056	4502354	1943	2317.22	15508	203	0	0	3102	444	2109	798	1161	1357	SAMN05294056	Janthinobacterium lividum	F	removed_samples
SAMEA4966776	2088112	70	29830.17	261707	201	0	0	130558	6	97102	10	55823	16	SAMEA4966776	unknown	F	removed_samples
SAMN19657753	4391947	185	23740.25	196865	206	0	0	66631	22	45306	37	20454	64	SAMN19657753	unknown	F	removed_samples
SAMN00116426	9074722	1638	5540.12	120746	201	0	0	14669	140	7216	322	2495	739	SAMN00116426	unknown	F	removed_samples
SAMN09484467	9245469	653	14158.45	287416	200	0	0	40207	49	18478	120	7329	279	SAMN09484467	unknown	F	removed_samples
SAMN03922995	7876307	9911	794.7	30907	200	0	0	2615	690	970	1688	215	6208	SAMN03922995	Escherichia coli	F	removed_samples
SAMN12374383	5267926	2174	2423.15	41151	200	0	0	7135	217	3768	416	938	949	SAMN12374383	Escherichia coli	F	removed_samples
SAMEA115097525	6850708	1762	3888.03	75852	200	0	0	11334	152	5775	320	1629	750	SAMEA115097525	Escherichia coli	F	removed_samples
SAMN24016221	10499189	229	45847.99	449808	205	0	0	180937	21	105227	36	50003	64	SAMN24016221	unknown	F	removed_samples
SAMN41327819	2276018	42	54190.9	450043	223	0	0	343244	3	131948	6	64010	12	SAMN41327819	unknown	F	removed_samples
SAMEA115165491	2777162	68	40840.62	434921	201	0	0	217099	4	125733	8	39373	17	SAMEA115165491	unknown	F	removed_samples
SAMN14390386	2847075	37	76947.97	1334170	201	0	0	397256	2	324406	3	98536	7	SAMN14390386	unknown	F	removed_samples
SAMEA8718424	4002936	1485	2695.58	20531	220	0	0	4557	253	2700	479	1189	922	SAMEA8718424	Mycobacterium tuberculosis	F	removed_samples
SAMN15314921	5390716	130	41467.05	466853	200	0	0	240354	9	194998	14	93676	21	SAMN15314921	unknown	F	removed_samples
SAMN02738155	2157537	1625	1327.72	9825	200	0	0	2068	314	1239	585	577	1087	SAMN02738155	Streptococcus pneumoniae	F	removed_samples
SAMEA114241849	3790205	368	10299.47	98953	200	0	0	36565	36	22948	63	10880	106	SAMEA114241849	unknown	F	removed_samples
SAMEA104421567	4500240	348	12931.72	130867	203	100	1	27945	48	19170	87	7022	161	SAMEA104421567	unknown	F	removed_samples
SAMEA2057481	2141115	249	8598.86	80596	206	0	0	23357	27	16493	49	6064	89	SAMEA2057481	unknown	F	removed_samples
SAMN34237459	113269	101	1121.48	5759	255	0	0	1144	36	929	58	775	85	SAMN34237459	Legionella pneumophila	F	removed_samples
SAMN26542789	8458776	8928	947.44	56421	200	0	0	1723	889	761	2412	339	5797	SAMN26542789	Escherichia coli	F	removed_samples
SAMN28610673	4810543	447	10761.84	138621	222	0	0	22647	60	14070	115	5930	216	SAMN28610673	unknown	F	removed_samples
SAMEA12361905	58150	158	368.04	7547	201	0	0	359	47	274	84	219	131	SAMEA12361905	unknown	F	removed_samples
SAMEA4831670	6237775	327	19075.76	496933	201	0	0	81726	19	42011	39	15924	83	SAMEA4831670	unknown	F	removed_samples
SAMEA115874903	2907900	167	17412.57	109099	207	0	0	31271	29	21647	51	11926	88	SAMEA115874903	unknown	F	removed_samples
SAMN07163117	11426430	368	31050.08	413952	202	100	1	83930	37	46520	73	21436	144	SAMN07163117	unknown	F	removed_samples
SAMN06477609	4736216	430	11014.46	527975	251	100	1	153608	9	10719	35	3767	188	SAMN06477609	unknown	F	removed_samples
SAMN08886334	1376429	67	20543.72	200681	201	0	0	65047	7	26964	15	10778	30	SAMN08886334	Prochlorococcus_A sp003216355	F	removed_samples
SAMEA4966053	3060530	3399	900.42	38703	202	0	0	1815	373	910	852	270	2054	SAMEA4966053	Streptococcus pneumoniae	F	removed_samples
SAMN12670443	5153206	401	12850.89	155498	200	0	0	54599	28	33416	54	11584	102	SAMN12670443	unknown	F	removed_samples
SAMN00768192	5620657	196	28676.82	696038	214	0	0	258703	7	129838	14	42868	28	SAMN00768192	unknown	F	removed_samples
SAMEA5694471	8204143	316	25962.48	502642	203	0	0	118081	20	61827	39	26440	80	SAMEA5694471	unknown	F	removed_samples
SAMN06476172	6510902	107	60849.55	784189	204	0	0	241389	7	138916	14	58789	28	SAMN06476172	unknown	F	removed_samples
SAMN26814541	4254591	148	28747.24	185191	240	0	0	64260	20	38676	37	16134	69	SAMN26814541	unknown	F	removed_samples
SAMN38266219	392795	239	1643.49	10910	201	0	0	1743	59	1281	112	860	187	SAMN38266219	Escherichia coli	F	removed_samples
SAMN36965213	8345711	105	79482.96	667915	216	0	0	241807	11	124308	21	58282	40	SAMN36965213	unknown	F	removed_samples
SAMN40032349	9053168	2166	4179.67	637803	203	0	0	29880	51	10408	157	1399	691	SAMN40032349	unknown	F	removed_samples
SAMN32746378	4365287	191	22854.91	158291	202	0	0	64246	22	43170	37	16089	68	SAMN32746378	unknown	F	removed_samples
SAMEA4831552	14977641	7302	2051.17	422852	200	0	0	16744	114	3896	533	769	2279	SAMEA4831552	unknown	F	removed_samples
SAMN18266606	335528	116	2892.48	64235	602	0	0	4424	18	2100	39	1271	80	SAMN18266606	Pseudomonas aeruginosa	F	removed_samples
SAMEA113537577	8444161	605	13957.29	372102	203	0	0	37898	49	21623	107	7117	234	SAMEA113537577	unknown	F	removed_samples
SAMN03922967	5509274	900	6121.42	97503	201	100	1	22280	73	14204	134	6030	245	SAMN03922967	Escherichia coli	F	removed_samples
SAMEA1059649	6028376	273	22081.96	489743	205	0	0	135941	12	75368	24	29512	48	SAMEA1059649	unknown	F	removed_samples
SAMN11848734	5184608	382	13572.27	141640	201	0	0	47132	34	28000	63	8594	123	SAMN11848734	unknown	F	removed_samples
SAMN38372665	4316154	145	29766.58	1101215	216	0	0	235657	5	148749	9	81404	17	SAMN38372665	unknown	F	removed_samples
SAMN41139990	2116243	104	20348.49	185966	201	0	0	80723	9	49672	16	22915	28	SAMN41139990	unknown	F	removed_samples
SAMEA2769966	4904646	945	5190.1	108330	200	0	0	31916	42	15979	84	2582	234	SAMEA2769966	Clostridioides difficile	F	removed_samples
SAMN19341796	2059502	675	3051.11	55335	200	0	0	9249	62	4078	129	995	344	SAMN19341796	Campylobacter_D jejuni	F	removed_samples
SAMEA5244767	2096364	189	11091.87	159468	203	0	0	47884	14	25977	26	10781	49	SAMEA5244767	unknown	F	removed_samples
SAMN11268570	3302037	835	3954.54	58426	207	0	0	10714	81	6481	162	1797	347	SAMN11268570	unknown	F	removed_samples
SAMEA7622039	3127676	2258	1385.15	71234	203	0	0	2674	270	1318	611	561	1379	SAMEA7622039	unknown	F	removed_samples
SAMN36995497	1463076	1048	1396.06	7062	258	0	0	1623	276	1080	496	744	827	SAMN36995497	unknown	F	removed_samples
SAMN11847738	2450801	56	43764.3	367833	204	0	0	115495	6	66303	11	32296	20	SAMN11847738	unknown	F	removed_samples
SAMEA91204168	255993	18	14221.83	93858	504	0	0	53880	2	29783	4	5995	6	SAMEA91204168	unknown	F	removed_samples
SAMN10076933	4974383	270	18423.64	197818	206	0	0	56941	27	32647	50	13458	95	SAMN10076933	unknown	F	removed_samples
SAMN14530505	8967429	972	9225.75	80278	200	0	0	20022	131	11657	248	4499	484	SAMN14530505	unknown	F	removed_samples
SAMN42278245	6248956	489	12779.05	228197	207	0	0	43249	39	17891	85	5655	207	SAMN42278245	unknown	F	removed_samples
SAMEA104694358	3018752	45	67083.38	711495	215	0	0	197365	5	184537	8	77398	13	SAMEA104694358	unknown	F	removed_samples
SAMEA29775418	2125032	161	13198.96	171166	203	200	2	51526	13	36146	23	14273	41	SAMEA29775418	unknown	F	removed_samples
SAMN35126929	2051962	243	8444.29	59260	202	0	0	20230	32	13091	56	6090	100	SAMN35126929	Escherichia coli	F	removed_samples
SAMEA111271968	8826194	601	14685.85	395210	200	0	0	59684	31	23618	79	7715	209	SAMEA111271968	unknown	F	removed_samples
SAMN09071691	1749849	53	33016.02	321495	236	0	0	190678	4	107759	6	67887	10	SAMN09071691	unknown	F	removed_samples
SAMEA115741314	4388455	92	47700.6	393127	207	0	0	196186	9	123297	15	64712	24	SAMEA115741314	unknown	F	removed_samples
SAMEA2204119	2429872	331	7341.0	137347	200	0	0	20388	31	11468	62	4178	131	SAMEA2204119	Streptococcus pneumoniae	F	removed_samples
SAMEA114470135	1739799	80	21747.49	269248	223	0	0	153650	5	103877	7	56475	12	SAMEA114470135	unknown	F	removed_samples
SAMN38562817	2968643	356	8338.88	89709	244	0	0	19522	46	12075	85	4869	160	SAMN38562817	Listeria monocytogenes_B	F	removed_samples
SAMN39264341	2148834	309	6954.16	278213	206	0	0	115299	6	37053	14	5135	46	SAMN39264341	unknown	F	removed_samples
SAMEA3168583	2390822	2015	1186.51	31504	205	0	0	2352	245	1105	540	398	1288	SAMEA3168583	Campylobacter_D jejuni	F	removed_samples
SAMN34998738	2597124	66	39350.36	1274165	223	0	0	318170	2	136801	4	44251	9	SAMN34998738	unknown	F	removed_samples
SAMN08362527	4521930	659	6861.81	67021	200	0	0	19781	67	11196	126	3996	254	SAMN08362527	unknown	F	removed_samples
SAMN03300750	10461108	509	20552.28	227591	235	700	7	42368	67	24813	132	10855	257	SAMN03300750	unknown	F	removed_samples
SAMEA114462238	1778242	159	11183.91	120323	208	0	0	31330	17	19036	32	9170	57	SAMEA114462238	unknown	F	removed_samples
SAMEA7469834	5297814	158	33530.47	351413	212	0	0	97611	15	69279	27	29798	51	SAMEA7469834	unknown	F	removed_samples
SAMN41336335	5124008	266	19263.19	321225	203	0	0	81272	16	55495	32	19001	60	SAMN41336335	unknown	F	removed_samples
SAMN10516502	2051057	72	28486.9	291655	219	0	0	182435	5	166608	7	32389	12	SAMN10516502	unknown	F	removed_samples
SAMN07659479	11935952	2600	4590.75	115586	202	0	0	16903	180	7449	387	1638	1107	SAMN07659479	unknown	F	removed_samples
SAMN26366739	6402446	1372	4666.51	1318423	201	0	0	207678	8	99601	16	1049	286	SAMN26366739	unknown	F	removed_samples
SAMEA1466647	4856426	216	22483.45	269156	208	0	0	72421	22	49407	38	19406	68	SAMEA1466647	unknown	F	removed_samples
SAMEA8724426	4879512	1562	3123.89	46582	200	0	0	9708	144	5463	279	1199	611	SAMEA8724426	unknown	F	removed_samples
SAMN18146690	10642327	329	32347.5	573256	200	0	0	136890	23	95629	42	41756	75	SAMN18146690	unknown	F	removed_samples
SAMEA104458069	6885512	483	14255.72	400034	202	0	0	134149	13	41314	30	6886	123	SAMEA104458069	unknown	F	removed_samples
SAMN06094071	10014845	551	18175.76	298478	223	0	0	41455	46	20443	118	8443	266	SAMN06094071	unknown	F	removed_samples
SAMN25989340	5850972	273	21432.13	373971	201	0	0	144289	12	95887	22	32924	42	SAMN25989340	unknown	F	removed_samples
SAMN32646637	7722203	1202	6424.46	532711	225	0	0	216724	12	124467	21	1572	220	SAMN32646637	unknown	F	removed_samples
SAMEA112354718	682848	1305	523.26	2294	201	0	0	515	496	443	783	384	1115	SAMEA112354718	Mycobacterium tuberculosis	F	removed_samples
SAMN02369367	1825257	110	16593.25	92926	216	0	0	44611	15	27893	26	9769	45	SAMN02369367	unknown	F	removed_samples
SAMEA7356876	8576378	10818	792.79	52674	200	0	0	1817	827	632	2572	251	7017	SAMEA7356876	Escherichia coli	F	removed_samples
SAMEA6534573	2141042	219	9776.45	127598	202	0	0	47565	16	25398	28	8574	55	SAMEA6534573	unknown	F	removed_samples
SAMN08886155	1500971	56	26803.05	374057	376	0	0	89330	5	47203	10	21230	19	SAMN08886155	Prochlorococcus_A sp003279115	F	removed_samples
SAMN02194908	878209	148	5933.84	58292	206	0	0	15197	15	7304	31	3379	66	SAMN02194908	Ralstonia pickettii_B	F	removed_samples
SAMEA2060076	2089057	227	9202.89	65087	202	0	0	22831	29	16843	50	6285	90	SAMEA2060076	unknown	F	removed_samples
SAMN41332129	2235614	181	12351.46	164146	218	0	0	27631	22	16984	43	6743	83	SAMN41332129	unknown	F	removed_samples
SAMEA1877662	2273465	248	9167.2	127564	200	0	0	40481	18	23618	33	6171	66	SAMEA1877662	unknown	F	removed_samples
SAMN07314131	322248	220	1464.76	46258	200	0	0	8103	9	4089	20	322	65	SAMN07314131	unknown	F	removed_samples
SAMEA7524893	8772158	569	15416.8	224399	201	0	0	35336	68	19807	134	7988	267	SAMEA7524893	unknown	F	removed_samples
SAMN18128811	10860263	368	29511.58	431369	201	0	0	105784	28	72272	53	26009	103	SAMN18128811	unknown	F	removed_samples
SAMN41139786	2074476	75	27659.68	198332	206	0	0	88367	8	59580	14	32118	23	SAMN41139786	unknown	F	removed_samples
SAMN41497262	3364855	99	33988.43	298804	205	0	0	139068	9	80338	16	41550	26	SAMN41497262	unknown	F	removed_samples
SAMN08102619	14372228	648	22179.36	264655	200	0	0	53072	77	34224	146	14768	268	SAMN08102619	unknown	F	removed_samples
SAMEA114309674	2874815	2280	1260.88	25353	200	0	0	2709	260	1244	574	491	1344	SAMEA114309674	Streptococcus pneumoniae	F	removed_samples
SAMN07658272	5830135	222	26261.87	319785	205	0	0	65532	25	35172	50	16733	96	SAMN07658272	unknown	F	removed_samples
SAMN31564017	4388838	147	29856.04	204878	205	0	0	80526	18	53244	31	26981	54	SAMN31564017	unknown	F	removed_samples
SAMEA8610564	2734604	109	25088.11	335990	202	0	0	130081	8	72240	14	35552	24	SAMEA8610564	unknown	F	removed_samples
SAMEA4561184	4070257	412	9879.26	103532	201	100	1	30122	41	20766	73	8819	128	SAMEA4561184	unknown	F	removed_samples
SAMEA115084449	4293476	1520	2824.66	22697	203	0	0	4008	346	2709	608	1421	1035	SAMEA115084449	unknown	F	removed_samples
SAMN02782269	603550	579	1042.4	6438	201	0	0	1400	124	814	240	636	412	SAMN02782269	unknown	F	removed_samples
SAMN40031015	4362068	165	26436.78	174902	210	0	0	98980	17	71630	26	26601	44	SAMN40031015	unknown	F	removed_samples
SAMN42024020	6751009	472	14302.99	386923	212	0	0	36796	38	15866	96	6188	228	SAMN42024020	unknown	F	removed_samples
SAMN11849583	3880438	896	4330.85	311613	201	0	0	37748	25	11437	56	1516	321	SAMN11849583	unknown	F	removed_samples
SAMN31564042	4366961	164	26627.81	205052	208	0	0	82368	18	52876	31	26554	55	SAMN31564042	unknown	F	removed_samples
SAMN13975678	2883327	434	6643.61	90994	200	0	0	26795	30	13772	59	3632	134	SAMN13975678	unknown	F	removed_samples
SAMEA7584606	5159004	135	38214.84	702707	202	0	0	236706	7	186140	11	60115	22	SAMEA7584606	unknown	F	removed_samples
SAMN29228781	5035713	497	10132.22	484718	217	0	0	243537	8	120050	14	23062	32	SAMN29228781	unknown	F	removed_samples
SAMN18146281	10487220	426	24617.89	317219	202	0	0	64026	40	39183	82	19129	157	SAMN18146281	unknown	F	removed_samples
SAMN41328219	2166590	51	42482.16	191062	755	0	0	100535	8	54896	14	24931	26	SAMN41328219	unknown	F	removed_samples
SAMD00497839	5714069	254	22496.33	436539	203	0	0	130221	13	84100	24	28355	44	SAMD00497839	unknown	F	removed_samples
SAMN06579026	8597567	403	21333.91	868738	201	0	0	155380	16	92975	30	25938	61	SAMN06579026	unknown	F	removed_samples
SAMEA1710795	4324540	109	39674.68	374385	205	0	0	124066	10	77678	18	35867	35	SAMEA1710795	Clostridioides difficile	F	removed_samples
SAMD00389883	7271829	65	111874.29	1593328	208	0	0	540584	5	354991	8	187078	13	SAMD00389883	Eisenbergiella sp003478085	F	removed_samples
SAMN34993392	5763069	461	12501.23	442366	201	0	0	130163	13	65972	26	14446	59	SAMN34993392	unknown	F	removed_samples
SAMN03473619	5078915	121	41974.5	657196	234	0	0	388701	5	165012	9	81537	18	SAMN03473619	unknown	F	removed_samples
SAMEA3538812	5864421	364	16111.05	302839	200	0	0	95731	18	57126	34	12139	73	SAMEA3538812	unknown	F	removed_samples
SAMN18642474	1718822	103	16687.59	178955	214	0	0	73583	8	41110	15	15278	27	SAMN18642474	unknown	F	removed_samples
SAMN09866981	799142	27	29597.85	155108	408	0	0	95489	4	45154	6	14650	11	SAMN09866981	Escherichia coli	F	removed_samples
SAMN41328441	2231971	24	92998.79	799769	205	0	0	592715	2	276559	3	82847	6	SAMN41328441	unknown	F	removed_samples
SAMN41760248	1973213	55	35876.6	274789	211	0	0	109411	6	69045	11	37960	18	SAMN41760248	unknown	F	removed_samples
SAMEA8893749	5165071	2430	2125.54	60289	200	0	0	8986	150	4229	315	898	809	SAMEA8893749	Escherichia coli	F	removed_samples
SAMEA1530849	7921792	807	9816.35	294673	200	0	0	34966	41	11466	127	3882	371	SAMEA1530849	unknown	F	removed_samples
SAMEA5875874	3131530	207	15128.16	748349	202	0	0	294589	4	131457	7	66834	14	SAMEA5875874	unknown	F	removed_samples
